"TIME","NAME","SIEC","NRG_BAL","UNIT","SOLAR_PROD","Flag and Footnotes"
"2011","T�rkiye","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2011","Bosnia and Herzegovina","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2011","Moldova","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2012","European Union - 27 countries (from 2020)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","66,401.533",""
"2012","Euro area - 19 countries  (from 2015)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","63,296.730",""
"2012","Belgium","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2,148.000",""
"2012","Bulgaria","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","813.867",""
"2012","Czechia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2,148.624",""
"2012","Denmark","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","103.861",""
"2012","Germany","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","26,380.000",""
"2012","Estonia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2012","Ireland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.646",""
"2012","Greece","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,693.986",""
"2012","Spain","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","8,192.581",""
"2012","France","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","4,427.936",""
"2012","Croatia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2.404",""
"2012","Italy","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","18,861.732",""
"2012","Cyprus","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","21.545",""
"2012","Latvia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.010",""
"2012","Lithuania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2.000",""
"2012","Luxembourg","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","38.277",""
"2012","Hungary","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","7.908",""
"2012","Malta","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","16.690",""
"2012","Netherlands","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","190.644",""
"2012","Austria","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","337.483",""
"2012","Poland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1.141",""
"2012","Portugal","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","392.645",""
"2012","Romania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","7.998",""
"2012","Slovenia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","162.806",""
"2012","Slovakia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","424.000",""
"2012","Finland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","5.749",""
"2012","Sweden","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","19.000",""
"2012","Iceland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2012","Norway","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2012","United Kingdom","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,353.750",""
"2012","Montenegro","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2012","North Macedonia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2.836",""
"2012","Albania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2012","Serbia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2012","T�rkiye","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2012","Bosnia and Herzegovina","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2012","Moldova","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2013","European Union - 27 countries (from 2020)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","79,334.724",""
"2013","Euro area - 19 countries  (from 2015)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","74,931.123",""
"2013","Belgium","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2,644.000",""
"2013","Bulgaria","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,360.859",""
"2013","Czechia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2,032.654",""
"2013","Denmark","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","517.541",""
"2013","Germany","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","31,010.000",""
"2013","Estonia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2013","Ireland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.699",""
"2013","Greece","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","3,648.101",""
"2013","Spain","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","8,326.097",""
"2013","France","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","5,193.596",""
"2013","Croatia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","11.283",""
"2013","Italy","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","21,588.622",""
"2013","Cyprus","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","47.105",""
"2013","Latvia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.067",""
"2013","Lithuania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","45.000",""
"2013","Luxembourg","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","73.738",""
"2013","Hungary","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","24.620",""
"2013","Malta","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","29.470",""
"2013","Netherlands","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","409.998",""
"2013","Austria","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","625.974",""
"2013","Poland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1.482",""
"2013","Portugal","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","479.140",""
"2013","Romania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","420.162",""
"2013","Slovenia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","215.064",""
"2013","Slovakia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","588.000",""
"2013","Finland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","6.452",""
"2013","Sweden","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","35.000",""
"2013","Iceland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2013","Norway","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2013","United Kingdom","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2,010.155",""
"2013","Montenegro","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2013","North Macedonia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","9.051",""
"2013","Albania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2013","Serbia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2013","T�rkiye","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2013","Bosnia and Herzegovina","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2013","Moldova","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2014","European Union - 27 countries (from 2020)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","88,713.722",""
"2014","Euro area - 19 countries  (from 2015)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","82,970.815",""
"2014","Belgium","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2,886.200",""
"2014","Bulgaria","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,252.464",""
"2014","Czechia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2,122.869",""
"2014","Denmark","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","595.518",""
"2014","Germany","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","36,056.000",""
"2014","Estonia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2014","Ireland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2.052",""
"2014","Greece","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","3,791.885",""
"2014","Spain","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","8,217.637",""
"2014","France","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","6,391.572",""
"2014","Croatia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","35.174",""
"2014","Italy","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","22,306.365",""
"2014","Cyprus","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","83.590",""
"2014","Latvia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.099",""
"2014","Lithuania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","73.000",""
"2014","Luxembourg","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","94.741",""
"2014","Hungary","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","67.000",""
"2014","Malta","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","68.380",""
"2014","Netherlands","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","725.161",""
"2014","Austria","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","785.246",""
"2014","Poland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","6.891",""
"2014","Portugal","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","627.316",""
"2014","Romania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,615.991",""
"2014","Slovenia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","256.819",""
"2014","Slovakia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","597.000",""
"2014","Finland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","7.752",""
"2014","Sweden","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","47.000",""
"2014","Iceland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2014","Norway","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2014","United Kingdom","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","4,054.090",""
"2014","Montenegro","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2014","North Macedonia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","14.384",""
"2014","Albania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2014","Serbia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","6.000",""
"2014","T�rkiye","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","17.366",""
"2014","Bosnia and Herzegovina","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2014","Moldova","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1.000",""
"2015","European Union - 27 countries (from 2020)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","95,264.883",""
"2015","Euro area - 19 countries  (from 2015)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","88,679.598",""
"2015","Belgium","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","3,056.300",""
"2015","Bulgaria","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,383.274",""
"2015","Czechia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2,263.846",""
"2015","Denmark","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","604.262",""
"2015","Germany","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","38,726.000",""
"2015","Estonia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2015","Ireland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","3.596",""
"2015","Greece","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","3,899.636",""
"2015","Spain","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","8,266.217",""
"2015","France","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","7,753.737",""
"2015","Croatia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","57.264",""
"2015","Italy","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","22,942.192",""
"2015","Cyprus","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","126.659",""
"2015","Latvia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.235",""
"2015","Lithuania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","73.000",""
"2015","Luxembourg","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","103.721",""
"2015","Hungary","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","141.000",""
"2015","Malta","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","94.990",""
"2015","Netherlands","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,108.519",""
"2015","Austria","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","937.098",""
"2015","Poland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","56.639",""
"2015","Portugal","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","796.155",""
"2015","Romania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,982.000",""
"2015","Slovenia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","274.232",""
"2015","Slovakia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","506.000",""
"2015","Finland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","11.311",""
"2015","Sweden","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","97.000",""
"2015","Iceland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2015","Norway","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2015","United Kingdom","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","7,532.864",""
"2015","Montenegro","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2015","North Macedonia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","22.599",""
"2015","Albania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2015","Serbia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","11.000",""
"2015","T�rkiye","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","194.060",""
"2015","Bosnia and Herzegovina","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2015","Moldova","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1.519",""
"2016","European Union - 27 countries (from 2020)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","95,455.341",""
"2016","Euro area - 19 countries  (from 2015)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","88,797.653",""
"2016","Belgium","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","3,095.300",""
"2016","Bulgaria","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,386.295",""
"2016","Czechia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2,131.455",""
"2016","Denmark","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","743.780",""
"2016","Germany","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","38,098.000",""
"2016","Estonia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","9.677",""
"2016","Ireland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","5.946",""
"2016","Greece","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","3,929.716",""
"2016","Spain","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","8,063.530",""
"2016","France","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","8,659.765",""
"2016","Croatia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","65.541",""
"2016","Italy","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","22,104.259",""
"2016","Cyprus","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","145.937",""
"2016","Latvia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.382",""
"2016","Lithuania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","66.000",""
"2016","Luxembourg","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","100.288",""
"2016","Hungary","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","244.000",""
"2016","Malta","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","127.885",""
"2016","Netherlands","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,601.811",""
"2016","Austria","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,096.016",""
"2016","Poland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","123.875",""
"2016","Portugal","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","870.603",""
"2016","Romania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,819.742",""
"2016","Slovenia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","267.472",""
"2016","Slovakia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","533.000",""
"2016","Finland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","22.066",""
"2016","Sweden","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","143.000",""
"2016","Iceland","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2016","Norway","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2016","United Kingdom","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","10,395.106",""
"2016","Montenegro","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2016","North Macedonia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","23.699",""
"2016","Albania","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.000",""
"2016","Serbia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","12.000",""
"2016","T�rkiye","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,043.138",""
"2016","Bosnia and Herzegovina","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","23.607",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","0.127",""
"2016","Moldova","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1.911",""
"2017","European Union - 27 countries (from 2020)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","102,048.663",""
"2017","Euro area - 19 countries  (from 2015)","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","95,022.009",""
"2017","Belgium","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","3,307.800",""
"2017","Bulgaria","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","1,402.965",""
"2017","Czechia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","2,193.367",""
"2017","Denmark","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","751.485",""
"2017","Germany","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","39,401.000",""
"2017","Estonia","Solar photovoltaic","Gross electricity production - Renewable Energy Directive","Gigawatt-hour","14.492",""
